id,created_at,author_id,text,clean_text,Kategori
1975080421122568571,2025-10-06 06:07:22+00:00,118371948,"Tindak Penambangan Ilegal, Otorita Komitmen Jaga Kawasan IKN https://t.co/wy6LGYs2O9 https://t.co/sCaZbtTLeV","tindak penambangan ilegal, otorita komitmen jaga kawasan ikn",Netral
1975079629217271995,2025-10-06 06:04:13+00:00,887743587579944960,"Otorita 'Ngamuk', Bentuk Satgasus Sikat Tambang Batu Bara Ilegal hingga Rumah Liar di IKN  https://t.co/Z9v6E6yJeE","otorita ngamuk , bentuk satgasus sikat tambang batu bara ilegal rumah liar ikn",Netral
1975079160554078289,2025-10-06 06:02:21+00:00,624211261,"@mediaindonesia berita berkenan ""Indonesia"" ? 

sepertinya/di duga
""Indonesia"" peroleh komitmen besar 
berupa oil reservoir konsesi di IKN, LCS 
seharusnya pada happy, senang, berpesta 

semoga tidak terkendala,
TERMINAL tidak terbuka tanpa ada tiket

begitu ?","berita berkenan indonesia ? duga indonesia peroleh komitmen oil reservoir konsesi ikn, lcs happy, senang, berpesta semoga terkendala, terminal terbuka tiket ?",Positif
1975078704574566662,2025-10-06 06:00:33+00:00,96136106,@ARSIPAJA ikn fawzi,ikn fawzi,Positif
1975078428341833825,2025-10-06 05:59:27+00:00,408605996,Tidak lelah-lelah mengingatkan agar batalkan IKN dan pemindahan Ibu Kota Negara. @prabowo @DPR_RI.,lelah lelah batalkan ikn pemindahan kota negara.,Negatif
1975077633294836072,2025-10-06 05:56:17+00:00,1798999878665973760,"Pemerintah Kabupaten Penajam Paser Utara (PPU), Kalimantan Timur, memberikan pendampingan kepada Satuan Pelayanan Pemenuhan Gizi (SPPG) dalam pengelolaan limbah dapur MBG.

Baca disini: https://t.co/pMbk6yfchk https://t.co/nzZZshX6sg","pemerintah kabupaten penajam paser utara ppu , kalimantan timur, pendampingan satuan pelayanan pemenuhan gizi sppg pengelolaan limbah dapur mbg. baca",Netral
1975077217190453551,2025-10-06 05:54:38+00:00,1604106928140886017,"@ARSIPAJA @jokowi lo vampir penghisap darah rakyat indo, lo mati bakal seperti kamal attatruk , yakinnw mati lo pake beton IKN","lo vampir penghisap darah rakyat indo, lo mati kamal attatruk , yakinnw mati lo pake beton ikn",Negatif
1975076786448076885,2025-10-06 05:52:55+00:00,2283189500,"@AirinDatangLagi udah tau dari dulu, ikn gak layak jadi kota, air tanahnya gak ada, bawah tanahnya lapisan batubara gak ada air","udah tau dulu, ikn gak layak kota, air tanahnya gak ada, tanahnya lapisan batubara gak air",Negatif
1975070221980586161,2025-10-06 05:26:50+00:00,903229236051247104,"Belum Ditempati Pejabat Negara, Tanah IKN Sudah Dikeruk Penambang Ilegal https://t.co/xLcooEqXHf","ditempati pejabat negara, tanah ikn dikeruk penambang ilegal",Negatif
1975069446617399786,2025-10-06 05:23:45+00:00,1309315554004541440,"Kemungkinan nya, 
Ngomong masalah menteri dan pejabat titipan nya agar di bikin betah. Kasus ijazahnya dan anaknya. IKN dan PSN ( termasuk reklamasi laut). Tambang tambang ilegal dan kisruh demo kemarin yg memakan korban. https://t.co/zEezCX0Vw0","nya, ngomong menteri pejabat titipan nya bikin betah. ijazahnya anaknya. ikn psn reklamasi laut . tambang tambang ilegal kisruh demo kemarin yg memakan korban.",Negatif
1975069077346635959,2025-10-06 05:22:17+00:00,2214281461,"@NarasiNewsroom Niat baik,tetep di dukung,ktika pmrintah mengevaluasi,brrti pmrintah serius,drpd bangun jln tol sm ikn,q lbih mdukung MBG,,,","niat baik,tetep dukung,ktika pmrintah mengevaluasi,brrti pmrintah serius,drpd bangun jln tol sm ikn,q lbih mdukung mbg,,,",Positif
1975064763182010546,2025-10-06 05:05:09+00:00,18071520,ANTARA -  ANTARA -  Otorita tindak tegas aktivitas tanpa izin merusak lingkungan IKN https://t.co/Mp7FIxlJJU https://t.co/fX4lWD42eR,otorita tindak aktivitas izin merusak lingkungan ikn,Netral
1975062131809935867,2025-10-06 04:54:41+00:00,778822646024720384,@ARSIPAJA orang zaman prasejarah lebih pintar dari jkw dan pejabat ikn karena mereka tinggal berkelompok di dekat aliran sungai,orang zaman prasejarah pintar jkw pejabat ikn tinggal berkelompok aliran sungai,Negatif
1975060772465385538,2025-10-06 04:49:17+00:00,1606916636837318660,@ARSIPAJA Knp @brin_indonesia baru skr ngemeng stok air di IKN minim? Takut mulyono ga ngasih dana riset?,knp skr ngemeng stok air ikn minim? takut mulyono ga ngasih dana riset?,Negatif
1975058016904122464,2025-10-06 04:38:20+00:00,301991950,"@ARSIPAJA Gak kaget karena ikn dikelilingi lahan gambut yang gak bisa menyimpan air seperti tanah, makanya orang Kalimantan banyak yang hidup dipinggir sungai karena bisa diambil airnya untuk kehidupan, gak perlu ngebor sampai dalam","gak kaget ikn dikelilingi lahan gambut gak menyimpan air tanah, orang kalimantan hidup dipinggir sungai diambil airnya kehidupan, gak ngebor",Positif
1975056800614613429,2025-10-06 04:33:30+00:00,1007186700454412288,"@paulbalance @AkbarGID penting blok liat hasil nanti 🤣

IKN lahan kayu industri eukaliptus,jadi dari awal memang khusus ditebangi.
Papua itu luas banyak lahan yang harusnya bisa dikultivasi + mengurangi malnutrisi akut disana

Satu²nya proyek gagal ya food estate di kalteng itupun dah jadi hutan sawit","blok liat hasil ikn lahan kayu industri eukaliptus,jadi khusus ditebangi. papua luas lahan dikultivasi mengurangi malnutrisi akut disana satu²nya proyek gagal ya food estate kalteng itupun dah hutan sawit",Negatif
1975055783021978064,2025-10-06 04:29:28+00:00,1957382805073416192,"Swissôtel Nusantara Anniversary Run 2025, Simbol Geliat Baru di Jantung IKN

Perayaan hari jadi Swissôtel Nusantara tahun ini dikemas berbeda dan penuh makna. Melalui kegiatan Anniversary Run 2025, hotel bintang lima yang beroperasi di kawasan Ibu Kota Nusantara
#senin #cubarsi","swissôtel nusantara anniversary run 2025, simbol geliat jantung ikn perayaan swissôtel nusantara dikemas berbeda penuh makna. kegiatan anniversary run 2025, hotel bintang beroperasi kawasan kota nusantara",Netral
1975052307772649585,2025-10-06 04:15:39+00:00,1744940909547094016,"@ARSIPAJA Suruh yg ngebet bangun ikn tinggal disana aja, biar tambah buduk krn gak ada air","suruh yg ngebet bangun ikn tinggal disana aja, biar buduk krn gak air",Negatif
1975052042562597248,2025-10-06 04:14:36+00:00,1140095241174650880,"@ARSIPAJA Alasan paling konyol, dalam pembukaan sebuah proyek hal pertama yg di jadikan pertimbangan minimal ada 2 hal, yaitu ketersediaan air dan aksesibilitas.
Jadi sebenarnya ikn tak layak sejak awal, otoritas yg menangani amdal proyek ini layak dipidanakan.","alasan konyol, pembukaan proyek yg jadikan pertimbangan minimal 2 hal, ketersediaan air aksesibilitas. ikn layak awal, otoritas yg menangani amdal proyek layak dipidanakan.",Negatif
1975050761513152745,2025-10-06 04:09:30+00:00,953476834385059840,@ARSIPAJA lah itu mangkanya pembangunan itu harus matang jgn asal bgun dan buang² duid @jokowi heleh proyek apa ini masalah aja isinya kan udh dibilang IKN ITU BEBAN APBN BUKAN HAL YANG TERLALU PENTING DAN FOCUS UTAMA EKONOMI hadeh,mangkanya pembangunan matang jgn bgun buang² duid heleh proyek aja isinya udh dibilang ikn beban apbn focus utama ekonomi hadeh,Negatif
1975050600959328388,2025-10-06 04:08:52+00:00,320841720,@ARSIPAJA ya emg sebelum bangun IKN ga dianalisis dulu ketersediaan airnya? langsung bangun aja ya 🫠,ya emg bangun ikn ga dianalisis ketersediaan airnya? langsung bangun aja ya,Netral
1975048734934520169,2025-10-06 04:01:27+00:00,1003546165105704962,@G0LIATH87 IKN adalah wajah baru peradaban Indonesia🇮🇩,ikn wajah peradaban indonesia,Netral
1972575773082173568,2025-09-29 08:14:47+00:00,1954463468511514624,@jackcfrost UTANG IKN DAN WOSSH BAYAR PAKE GINJALNYA. ENAK AJA CUMA JADI KASIR NGAKU2 MENTERI.,utang ikn wossh bayar pake ginjalnya. enak aja kasir ngaku2 menteri.,Negatif
1972575392881090966,2025-09-29 08:13:16+00:00,30201110,Abu Bakar Baasyir Menegur Jokowi: Dari IKN ke Hukum Islam https://t.co/ZlU5Ab0eH1,abu bakar baasyir menegur jokowi ikn hukum islam,Netral
1972574541923934564,2025-09-29 08:09:54+00:00,1896817891426832385,"Bandar Udara Internasional Nusantara yang berlokasi di Ibu Kota Negara (IKN). Bandara ini dibangun oleh PT Hutama Karya (Persero) dan menjadi ikon kemajuan infrastruktur Indonesia.

#BUMNUntukIndonesia #BUMNCorner #BandaraNusantara #IKN #HutamaKarya #SetahunBerdampak https://t.co/c3THi8YF4E",bandar udara internasional nusantara berlokasi kota negara ikn . bandara dibangun pt hutama karya persero ikon kemajuan infrastruktur indonesia.,Positif
1972571925018026071,2025-09-29 07:59:30+00:00,1431798789665275904,"Di episode BUMN Corner kali ini, kita akan mengajak Sobat BUMN menjelajahi salah satu proyek kebanggaan negeri: Bandar Udara Internasional Nusantara yang berlokasi di Ibu Kota Negara (IKN).","episode bumn corner kali ini, mengajak sobat bumn menjelajahi salah proyek kebanggaan negeri bandar udara internasional nusantara berlokasi kota negara ikn .",Netral
1972568957052915904,2025-09-29 07:47:42+00:00,1945577288487346176,GJ4Lc0 pqNLh9 F505ngd MW49 aXJWT IkN,gj4lc0 pqnlh9 f505ngd mw49 axjwt ikn,Netral
1972568458719027403,2025-09-29 07:45:43+00:00,1578222594,OIKN Ungkap 9.500 Orang ASN Pindah Bertahap ke IKN Hingga 2029 https://t.co/hd5PthTnNU,oikn 9.500 orang asn pindah bertahap ikn 2029,Netral
1972567371194986528,2025-09-29 07:41:24+00:00,1003546165105704962,"@Maudy_Apain @artchitex @DjolaFix Jokowi memang tidak sejago bung Karno kalau orasi, tapi ditangan santai Jokowi banyak hal terutama fasilitas publik menjadi semakin bagus.

Coba perhatikan saja stasiun-stasiun kereta hari ini, semua terlihat lebih bagus dari sebelumnya.

Ini belum ngomongin IKN yang tampilannya","jokowi sejago karno orasi, ditangan santai jokowi fasilitas publik bagus. coba perhatikan stasiun stasiun kereta ini, bagus sebelumnya. ngomongin ikn tampilannya",Positif
1972566200359199060,2025-09-29 07:36:45+00:00,1903096584608608256,"@itsmrssham Syukur Alhamdulillah Cikpuan Fida dlm masakan lauk untuk pengunjung sempat juga tokmat buat IKN tenggiri masak kari dan terung potong kecil masak sambal dan hati ayam,jamu staff2 mkn td...","syukur alhamdulillah cikpuan fida dlm masakan lauk pengunjung tokmat ikn tenggiri masak kari terung potong masak sambal hati ayam,jamu staff2 mkn td...",Positif
1972565196033184175,2025-09-29 07:32:45+00:00,174156881,"@DedynurPalakka @DiahOraAyu @artchitex @Maudy_Apain Dalam pledoi terkenalnya “Indonesia Menggugat” (1930), Soekarno menggelorakan soal rakyat kecil (Marhaenisme) yang ditindas kapitalisme, imperialisme. Jokowisme?  Dia gadaikan tanah Kalimantan n  IKN 190 tahun. 

Cuma retorika Kosong Matamu kuwi 🤑😫🤮","pledoi terkenalnya indonesia menggugat 1930 , soekarno menggelorakan rakyat marhaenisme ditindas kapitalisme, imperialisme. jokowisme? gadaikan tanah kalimantan n ikn 190 tahun. retorika kosong matamu kuwi",Negatif
1972559778451984882,2025-09-29 07:11:14+00:00,847372542830444544,"Prabowo Mau Pindahkan 9.500 ASN ke IKN Hingga 2029
https://t.co/YOhzbOwwII",prabowo pindahkan 9.500 asn ikn 2029,Netral
1972506033387167875,2025-09-29 03:37:40+00:00,1847126713521799168,"Bandar Udara Internasional Nusantara yang berlokasi di Ibu Kota Negara (IKN). Bandara ini dibangun oleh PT Hutama Karya (Persero) dan menjadi ikon kemajuan infrastruktur Indonesia.

#BUMNUntukIndonesia #BUMNCorner #BandaraNusantara #IKN #HutamaKarya #SetahunBerdampak https://t.co/6cnQbZPrqV",bandar udara internasional nusantara berlokasi kota negara ikn . bandara dibangun pt hutama karya persero ikon kemajuan infrastruktur indonesia.,Positif
1972503425163419694,2025-09-29 03:27:18+00:00,1683219709,"IKN hadir sebagai kota hijau, modern, dan berkelanjutan
Dengan transportasi umum, ruang jalan prioritas, serta fasilitas ramah lingkungan, Nusantara siap menjadi simbol kemajuan Indonesia.
#DukungIKN #IKNUntukIndonesia #NusantaraMaju #IKNBerkelanjutan https://t.co/MI4xcVPvlF","ikn hadir kota hijau, modern, berkelanjutan transportasi umum, ruang jalan prioritas, fasilitas ramah lingkungan, nusantara simbol kemajuan indonesia.",Positif
1972503421455585575,2025-09-29 03:27:17+00:00,1683219709,"IKN hadir sebagai kota hijau, modern, dan berkelanjutan
Dengan transportasi umum, ruang jalan prioritas, serta fasilitas ramah lingkungan, Nusantara siap menjadi simbol kemajuan Indonesia.
#DukungIKN #IKNUntukIndonesia #NusantaraMaju #IKNBerkelanjutan https://t.co/p7LFYwZHV4","ikn hadir kota hijau, modern, berkelanjutan transportasi umum, ruang jalan prioritas, fasilitas ramah lingkungan, nusantara simbol kemajuan indonesia.",Positif
1972503417521336414,2025-09-29 03:27:16+00:00,1683219709,"IKN hadir sebagai kota hijau, modern, dan berkelanjutan
Dengan transportasi umum, ruang jalan prioritas, serta fasilitas ramah lingkungan, Nusantara siap menjadi simbol kemajuan Indonesia. 
#DukungIKN #IKNUntukIndonesia #NusantaraMaju #IKNBerkelanjutan https://t.co/DFWlDmaE4Q","ikn hadir kota hijau, modern, berkelanjutan transportasi umum, ruang jalan prioritas, fasilitas ramah lingkungan, nusantara simbol kemajuan indonesia.",Positif
1972497393942987148,2025-09-29 03:03:20+00:00,1361527484890554372,@4244e9a4b4ec424 nyatanya investasi makin besar banyak perusahaan besar yang mulai menaruh kakinya di IKN,investasi perusahaan menaruh kakinya ikn,Netral
1972496991214285190,2025-09-29 03:01:44+00:00,1361527484890554372,@5l4m3ts faktanya IKN sampai sekarang masih jalan dan sudah dipakai beberapa instansi termasuk Otorita Ikn,faktanya ikn jalan dipakai instansi otorita ikn,Netral
1972496046476673182,2025-09-29 02:57:59+00:00,1361527484890554372,"IKN Nusantara, kota masa depan Indonesia! Mari kita dukung keberlanjutan pembangunan IKN untuk menciptakan kota yang lebih baik dan berkelanjutan. 

#IKNNusantara #KotaMasaDepan #PembangunanIKN https://t.co/3WhGzfNyft","ikn nusantara, kota indonesia! mari dukung keberlanjutan pembangunan ikn menciptakan kota berkelanjutan.",Netral
1972491920011337856,2025-09-29 02:41:35+00:00,1541820741699923968,"Pemerintah Berencana Pindahkan ASN ke IKN, Relawan Prabowo Gibran: 'Tapi Tidak Semua yang Bersemangat untuk Kalimantan Timur'
https://t.co/KmYpsFZ2Xe","pemerintah berencana pindahkan asn ikn, relawan prabowo gibran bersemangat kalimantan timur",Netral
1972490088723743183,2025-09-29 02:34:18+00:00,1858658013567152128,"Dengan Proyek Di Bali,Riau,Sumsel,Sumut.,IKN,Menado sulut.dana itu dikucurkan puluhan sampai ratusan triliun.pembelian Vaksin Covid 19 dari China 5 kali jumlah Drum Kotak Biru,astranega,pvipizer,modenna.dll.termasuk APK.untuk Rumahsakit.,proyek Menkoinfo,Mensos,Mendag.dll.","proyek bali,riau,sumsel,sumut.,ikn,menado sulut.dana dikucurkan puluhan ratusan triliun.pembelian vaksin covid 19 china 5 kali drum kotak biru,astranega,pvipizer,modenna.dll.termasuk apk.untuk rumahsakit.,proyek menkoinfo,mensos,mendag.dll.",Netral
1972490081698197898,2025-09-29 02:34:17+00:00,1858658013567152128,"SAHAMBfreeport,ke 2.IKN(RP.450T.anggarannya direalisasikan akhir 2023 Rp.76.T,lah sisanya kemana?,segera tugaskan Kejagung dan BPK untuk audit Biaya lProyek IKN itu,ada kasus besar ini panggil mantan ketua otorita IKN,mantanMen.PU.untuk segera diperiksa),laluanggaran Polri,beli","sahambfreeport,ke 2.ikn rp.450t.anggarannya direalisasikan 2023 rp.76.t,lah sisanya kemana?,segera tugaskan kejagung bpk audit biaya lproyek ikn itu,ada panggil mantan ketua otorita ikn,mantanmen.pu.untuk diperiksa ,laluanggaran polri,beli",Negatif
1972489578394398779,2025-09-29 02:32:17+00:00,1186331030556307456,"@ketoprakdadar Btw, aku juga nggak setuju jalan tol dan MBG. Sampai sekarang. Jalan tol karena berbayar😁
Kenapa kita nggak bs menikmati sesuatu tanpa bayar. Kalah sama penjajah Belanda. Buat jalan gratis. 
MBG ini jg blm cocok utk kita. Sama kyk jalan tol apalagi IKN, msh ada yg lbh penting","btw, nggak setuju jalan tol mbg. sekarang. jalan tol berbayar nggak bs menikmati bayar. kalah penjajah belanda. jalan gratis. mbg jg blm cocok utk kita. kyk jalan tol ikn, msh yg lbh",Negatif
1972488837613133995,2025-09-29 02:29:20+00:00,1003546165105704962,"@KangManto123 Betul ✍️

Kalau bukan beliau maka IKN dan banyak project ambisius lainnya di Republik ini agak susah diwujudkan. 

Hari dihujat, besok dipuja-puji 📸","beliau ikn project ambisius republik susah diwujudkan. dihujat, besok dipuja puji",Negatif
1972487113557135503,2025-09-29 02:22:29+00:00,1439443468753915904,@rosli_ramlah @sirsazly Aamiin. Tgh kimo di ikn.,aamiin. tgh kimo ikn.,Netral
1972485874870042726,2025-09-29 02:17:34+00:00,1920756199345319941,"Bandar Udara Internasional Nusantara yang berlokasi di Ibu Kota Negara (IKN). Bandara ini dibangun oleh PT Hutama Karya (Persero) dan menjadi ikon kemajuan infrastruktur Indonesia.

#BUMNUntukIndonesia #BUMNCorner #BandaraNusantara #IKN #HutamaKarya #SetahunBerdampak https://t.co/0kk6q5fPv4",bandar udara internasional nusantara berlokasi kota negara ikn . bandara dibangun pt hutama karya persero ikon kemajuan infrastruktur indonesia.,Positif
1972484975976215031,2025-09-29 02:13:59+00:00,1886251016083136512,"IKN hadir sebagai kota hijau, modern, dan berkelanjutan 🌱✨

#DukungIKN #IKNUntukIndonesia #NusantaraMaju #IKNBerkelanjutan #KotaMasaDepan #IndonesiaEmas #SmartCityIKN https://t.co/dRUEATnDPb","ikn hadir kota hijau, modern, berkelanjutan",Positif
1972483620221919450,2025-09-29 02:08:36+00:00,2999074400,"Indonesia diwakili antara lain Dr. Emil E. Dardak (Wakil Gubernur Jawa Timur), Dr. Tri Rismaharini (Menteri Sosial RI 2020-2024), dan Dr. Bambang Susantono (Kepala Otorita IKN 2015-2018), serta perwakilan beberapa pemerintah daerah RI.","indonesia diwakili dr. emil e. dardak wakil gubernur jawa timur , dr. tri rismaharini menteri sosial ri 2020 2024 , dr. bambang susantono kepala otorita ikn 2015 2018 , perwakilan pemerintah daerah ri.",Negatif
1972481964579127697,2025-09-29 02:02:01+00:00,53082265,IKN Sukses ?? apaan sukses jadi tempat lonte mangkal? https://t.co/5QB4m1hSla,ikn sukses ?? sukses lonte mangkal?,Positif
1972479938059190283,2025-09-29 01:53:58+00:00,1207349053970739202,"Bharinto alami kecelakaan fatal, Insani longsor, Singlurus bermasalah pascatambang &amp; permukiman.

Baca lebih lanjut melalui link ini :

https://t.co/OpTNBHpQ7f https://t.co/FH0PDlM54J","bharinto alami kecelakaan fatal, insani longsor, singlurus bermasalah pascatambang amp permukiman. baca link",Netral
1972479821818339476,2025-09-29 01:53:31+00:00,1207349053970739202,"DPR minta ESDM evaluasi tiga tambang di sekitar IKN, terkait reklamasi, izin, dan kecelakaan. https://t.co/Mw6PhurDLU","dpr esdm evaluasi tambang ikn, terkait reklamasi, izin, kecelakaan.",Netral
1972479231935549795,2025-09-29 01:51:10+00:00,1769568076499222528,"Bandar Udara Internasional Nusantara yang berlokasi di Ibu Kota Negara (IKN). Bandara ini dibangun oleh PT Hutama Karya (Persero) dan menjadi ikon kemajuan infrastruktur Indonesia.

#BUMNUntukIndonesia #BUMNCorner #BandaraNusantara #IKN #HutamaKarya #SetahunBerdampak https://t.co/MCVXIYByBf",bandar udara internasional nusantara berlokasi kota negara ikn . bandara dibangun pt hutama karya persero ikon kemajuan infrastruktur indonesia.,Positif
1972479184661561593,2025-09-29 01:50:59+00:00,1884976589039190016,"IKN Nusantara
Rumah baru untuk Indonesia
Harapan baru bagi generasi
Peradaban baru menuju Indonesia Maju 🇮🇩
#IKNNusantara #IndonesiaMaju https://t.co/k17j0k0Dgu",ikn nusantara rumah indonesia harapan generasi peradaban indonesia maju,Positif
1972479074326155272,2025-09-29 01:50:32+00:00,1439443468753915904,@TokJoeMY Morning AbgJoe. Kimo Kali kedua ni d ikn. Dah mula tak larat.,morning abgjoe. kimo kali ni d ikn. dah larat.,Negatif
1972477599113953448,2025-09-29 01:44:41+00:00,1496123268059009028,"Penampakan Terkini Megaproyek IKN, Ibu Kota Politik 2028 https://t.co/YABwD5Wvl0","penampakan terkini megaproyek ikn, kota politik 2028",Netral
1972474812447776863,2025-09-29 01:33:36+00:00,1836761395574325248,"IKN Nusantara, kota masa depan Indonesia! Mari kita dukung keberlanjutan pembangunan IKN untuk menciptakan kota yang lebih baik dan berkelanjutan. 

#IKNNusantara #KotaMasaDepan #PembangunanIKN #IndonesiaMaju #IKNPusatKemajuan https://t.co/KvqZnQn2k0","ikn nusantara, kota indonesia! mari dukung keberlanjutan pembangunan ikn menciptakan kota berkelanjutan.",Positif
1972474783528038746,2025-09-29 01:33:29+00:00,1836761395574325248,"IKN Nusantara, kota masa depan Indonesia! Mari kita dukung keberlanjutan pembangunan IKN untuk menciptakan kota yang lebih baik dan berkelanjutan. 

#IKNNusantara #KotaMasaDepan #PembangunanIKN #IndonesiaMaju #IKNPusatKemajuan https://t.co/QEwRK7Djwk","ikn nusantara, kota indonesia! mari dukung keberlanjutan pembangunan ikn menciptakan kota berkelanjutan.",Positif
